module,type,name,res_id,src,value,comments
kojto_hr,model,"ir.model,name",kojto_hr.model_kojto_hr_dashboard_contents,Kojto HR Dashboard Content,Kojto HR табло съдържание,
kojto_hr,model,"ir.model,name",kojto_hr.model_kojto_hr_employee_subcode_rates,Kojto HR Employee Subcode Rates,Тарифи за подкод на служители на Kojto HR,
kojto_hr,model,"ir.model,name",kojto_hr.model_kojto_hr_employee_subcode_rates_dashboard,Kojto HR Employee Subcode Rates Dashboard,Подкод ставка на служители на Kojto HR табло,
kojto_hr,model,"ir.model,name",kojto_hr.model_kojto_hr_employees,Kojto Hr Employees,Kojto Hr Служители,
kojto_hr,model,"ir.model,name",kojto_hr.model_kojto_hr_employees_contracts,Kojto Hr Employees Contracts,Договори на служителите на Kojto Hr,
kojto_hr,model,"ir.model,name",kojto_hr.model_kojto_hr_leave_management,Kojto Hr Leave Management,Kojto Hr Управление на отпуски,
kojto_hr,model,"ir.model,name",kojto_hr.model_kojto_hr_leave_type,Kojto Hr Leave Types,Kojto Hr Видове отпуски,
kojto_hr,model,"ir.model,name",kojto_hr.model_kojto_hr_time_tracking,Kojto Hr Time Tracking,Kojto Hr Проследяване на времето,
kojto_hr,model,"ir.model,name",kojto_hr.model_kojto_hr_working_days,Kojto Working Days,Който работни дни,
kojto_hr_face_recognition,model,"ir.model,name",kojto_hr_face_recognition.model_kojto_hr_face_recognition,Kojto HR Time Tracking Image,Kojto HR Работно време снимки,
kojto_inquiries,model,"ir.model,name",kojto_inquiries.model_kojto_inquiries,Kojto Inquiry,Kojto Запитване,
kojto_inquiries,model,"ir.model,name",kojto_inquiries.model_kojto_inquiry_contents,Kojto Inquiry Contents,Kojto Съдържание на запитването,
kojto_inquiries,model,"ir.model,name",kojto_inquiries.model_kojto_inquiry_counterparty,Kojto Inquiry Sounterparty,Kojto Запитване Sounterparty,
kojto_library,model,"ir.model,name",kojto_library.model_kojto_library_printable,Kojto Library Printable,Библиотека Kojto за печат,
kojto_offers,model,"ir.model,name",kojto_offers.model_kojto_offer_consolidation_breakdown,Kojto Offer Consolidation Breakdown,Разбивка на консолидацията на оферта Kojto,
kojto_offers,model,"ir.model,name",kojto_offers.model_kojto_offer_consolidation_ids,Kojto Consolidation IDs,Kojto консолидационни идентификатори,
kojto_offers,model,"ir.model,name",kojto_offers.model_kojto_offer_content_elements,Kojto Offer Content Elements,Елементи на съдържанието на оферта Kojto,
kojto_offers,model,"ir.model,name",kojto_offers.model_kojto_offer_contents,Kojto Docs Offer Contents,Kojto Docs Съдържание на офертата,
kojto_offers,model,"ir.model,name",kojto_offers.model_kojto_offer_surcharges,Kojto Surcharges,Kojto Доплащания,
kojto_offers,model,"ir.model,name",kojto_offers.model_kojto_offers,Kojto Docs Offer,Kojto Docs Оферта,
kojto_optimizer,model,"ir.model,name",kojto_optimizer.model_kojto_optimizer_1d_bars,Bars for Kojto Optimizer 1D,Пръти за Kojto Optimizer 1D,
kojto_optimizer,model,"ir.model,name",kojto_optimizer.model_kojto_optimizer_1d_import_wizard,Import Wizard for Kojto Optimizer 1D,Съветник за импортиране за Kojto Optimizer 1D,
kojto_optimizer,model,"ir.model,name",kojto_optimizer.model_kojto_optimizer_1d_packages,Kojto Optimizer 1D Packages,Kojto Optimizer 1D пакети,
kojto_optimizer,model,"ir.model,name",kojto_optimizer.model_kojto_optimizer_1d_stock,Stock for Kojto Optimizer 1D,Запас за Kojto Optimizer 1D,
kojto_optimizer,model,"ir.model,name",kojto_optimizer.model_kojto_optimizer_2dr_cut_rectangles,Kojto Profile Optimizer 2DR Cut Rectangles,Kojto Оптимизатор на профили 2DR Изрязване на правоъгълници,
kojto_optimizer,model,"ir.model,name",kojto_optimizer.model_kojto_optimizer_2dr_import_wizard,Kojto Profile Optimizer 2DR Import Wizard,Импортиране на Kojto Profile Optimizer 2DR,
kojto_optimizer,model,"ir.model,name",kojto_optimizer.model_kojto_optimizer_2dr_packages,Kojto Profile Optimizer 2DR Packages,Kojto Profile Optimizer 2DR пакети,
kojto_optimizer,model,"ir.model,name",kojto_optimizer.model_kojto_optimizer_2dr_stock_rectangles,Kojto Profile Optimizer 2DR Stock Rectangles,Kojto Profile Optimizer 2DR Фондови правоъгълници,
kojto_products,model,"ir.model,name",kojto_products.model_kojto_product_component,Kojto Product Component,Компонент на продукта Kojto,
kojto_products,model,"ir.model,name",kojto_products.model_kojto_product_component_revision,Kojto Product Component Revision,Ревизия на продуктов компонент Kojto,
kojto_products,model,"ir.model,name",kojto_products.model_kojto_product_component_revision_link,Kojto Product Component Revision Link,Връзка за ревизия на продуктов компонент Kojto,
kojto_products,model,"ir.model,name",kojto_products.model_kojto_product_import_wizard,Kojto Product Import Wizard,Съветник за импортиране на продукти Kojto,
kojto_profiles,model,"ir.model,name",kojto_profiles.model_kojto_profile_batch_content,Kojto Profile Batch Content,Пакетно съдържание на профил Kojto,
kojto_profiles,model,"ir.model,name",kojto_profiles.model_kojto_profile_batch_content_import_wizard,Import Wizard for Kojto Profile Batch Content,Импортиране на пакетно съдържание на профил Kojto,
kojto_profiles,model,"ir.model,name",kojto_profiles.model_kojto_profile_batch_import_wizard,Import Batch Content Wizard,Импортиране на пакетно съдържание,
kojto_profiles,model,"ir.model,name",kojto_profiles.model_kojto_profile_batches,Kojto Profile Batches,Kojto Профил Партиди,
kojto_profiles,model,"ir.model,name",kojto_profiles.model_kojto_profile_configurator,Kojto Profile Configurator,Конфигуратор на профил Kojto,
kojto_profiles,model,"ir.model,name",kojto_profiles.model_kojto_profile_configurator_library,Kojto Profile Configurator Library,Библиотека за конфигуриране на профил Kojto,
kojto_profiles,model,"ir.model,name",kojto_profiles.model_kojto_profile_create_from_batch_wizard,Create from Batch Wizard,Създаване от съветника за партиди,
kojto_profiles,model,"ir.model,name",kojto_profiles.model_kojto_profile_description_points,Kojto Profile Description Points,Kojto Профил Описание Точки,
kojto_profiles,model,"ir.model,name",kojto_profiles.model_kojto_profile_processes,Kojto Profile Processes,Kojto профилни процеси,
kojto_profiles,model,"ir.model,name",kojto_profiles.model_kojto_profile_shape_inserts,Shape Inserts for Kojto Profiles,Фигурни вложки за Който профили,
kojto_profiles,model,"ir.model,name",kojto_profiles.model_kojto_profile_shape_polygon_points,Points in Kojto Profile Shape Polygons,Точки в многоъгълници на формата на профил Kojto,
kojto_profiles,model,"ir.model,name",kojto_profiles.model_kojto_profile_shape_polygon_points_import_wizard,Import Points for Polygon in Kojto Profile Shapes,Импортиране на точки за многоъгълник в профилни форми Kojto,
kojto_profiles,model,"ir.model,name",kojto_profiles.model_kojto_profile_shape_polygons,Polygons in Kojto Profile Shapes,Многоъгълници в Kojto Profile Shapes,
kojto_profiles,model,"ir.model,name",kojto_profiles.model_kojto_profile_shapes,Kojto Profile Shapes,Kojto профилни форми,
kojto_profiles,model,"ir.model,name",kojto_profiles.model_kojto_profile_strips,Kojto Profile Strips,Профилни лайстни Kojto,
kojto_profiles,model,"ir.model,name",kojto_profiles.model_kojto_profiles,Kojto Profiles,Kojto Профили,
kojto_sales,model,"ir.model,name",kojto_sales.model_kojto_sale_lead_action,Kojto Sale Lead Action,Kojto Действия Потенциални клиенти ,
kojto_sales,model,"ir.model,name",kojto_sales.model_kojto_sale_lead_content,Kojto Sale Lead Content,Kojto Sale Водещо съдържание,
kojto_sales,model,"ir.model,name",kojto_sales.model_kojto_sale_lead_counterparty,Kojto Sale Lead Counterparty,Kojto Sale Водещ контрагент,
kojto_sales,model,"ir.model,name",kojto_sales.model_kojto_sale_leads,Kojto Sale Leads,Kojto Продажба води,
kojto_technical_docs,model,"ir.model,name",kojto_technical_docs.model_kojto_technical_doc_revisions,Technical Doc Revisions,Ревизии на технически документи,
kojto_technical_docs,model,"ir.model,name",kojto_technical_docs.model_kojto_technical_doc_types,Technical Document Types,Видове технически документи,
kojto_technical_docs,model,"ir.model,name",kojto_technical_docs.model_kojto_technical_docs,Technical Documents,Технически документи,
kojto_warehouses,model,"ir.model,name",kojto_warehouses.model_kojto_warehouses_batch_properties,Kojto Warehouses Batch Properties,Kojto Складове Партидни свойства,
kojto_warehouses,model,"ir.model,name",kojto_warehouses.model_kojto_warehouses_batches,Warehouse Batches,Складови партиди,
kojto_warehouses,model,"ir.model,name",kojto_warehouses.model_kojto_warehouses_certificates,Warehouse Certificates,Складови сертификати,
kojto_warehouses,model,"ir.model,name",kojto_warehouses.model_kojto_warehouses_inspection_report,Warehouse Inspection Report,Доклад за проверка на склада,
kojto_warehouses,model,"ir.model,name",kojto_warehouses.model_kojto_warehouses_inventory,Warehouse Inventory,Складов инвентар,
kojto_warehouses,model,"ir.model,name",kojto_warehouses.model_kojto_warehouses_items,Warehouse Items,Складови артикули,
kojto_warehouses,model,"ir.model,name",kojto_warehouses.model_kojto_warehouses_profile_shapes,Profile Shapes,Профилни форми,
kojto_warehouses,model,"ir.model,name",kojto_warehouses.model_kojto_warehouses_receipts,Warehouse Receipts,Складови разписки,
web,model,"ir.model,name",web.model_base_document_layout,Company Document Layout,Оформление на фирмен документ,
web_editor,model,"ir.model,name",web_editor.model_html_field_history_mixin,Field html History,Поле html История,
web_editor,model,"ir.model,name",web_editor.model_web_editor_assets,Assets Utils,Активи Помощни програми,
